id:ID,labels:LABEL,properties:JSON
"api.contact.associated-with.api.openapidocument",SpecRelationship,"{""id"":""api.contact.associated-with.api.openapidocument"",""source_spec_node_id"":""api.contact"",""source_layer"":""api"",""destination_spec_node_id"":""api.openapidocument"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.encoding.associated-with.api.mediatype",SpecRelationship,"{""id"":""api.encoding.associated-with.api.mediatype"",""source_spec_node_id"":""api.encoding"",""source_layer"":""api"",""destination_spec_node_id"":""api.mediatype"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.encoding.associated-with.api.parameter",SpecRelationship,"{""id"":""api.encoding.associated-with.api.parameter"",""source_spec_node_id"":""api.encoding"",""source_layer"":""api"",""destination_spec_node_id"":""api.parameter"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.encoding.composes.api.header",SpecRelationship,"{""id"":""api.encoding.composes.api.header"",""source_spec_node_id"":""api.encoding"",""source_layer"":""api"",""destination_spec_node_id"":""api.header"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.encoding.references.api.header",SpecRelationship,"{""id"":""api.encoding.references.api.header"",""source_spec_node_id"":""api.encoding"",""source_layer"":""api"",""destination_spec_node_id"":""api.header"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.encoding.references.api.schema",SpecRelationship,"{""id"":""api.encoding.references.api.schema"",""source_spec_node_id"":""api.encoding"",""source_layer"":""api"",""destination_spec_node_id"":""api.schema"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.example.associated-with.api.operation",SpecRelationship,"{""id"":""api.example.associated-with.api.operation"",""source_spec_node_id"":""api.example"",""source_layer"":""api"",""destination_spec_node_id"":""api.operation"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.example.references.api.schema",SpecRelationship,"{""id"":""api.example.references.api.schema"",""source_spec_node_id"":""api.example"",""source_layer"":""api"",""destination_spec_node_id"":""api.schema"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.header.associated-with.api.securityscheme",SpecRelationship,"{""id"":""api.header.associated-with.api.securityscheme"",""source_spec_node_id"":""api.header"",""source_layer"":""api"",""destination_spec_node_id"":""api.securityscheme"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.header.references.api.example",SpecRelationship,"{""id"":""api.header.references.api.example"",""source_spec_node_id"":""api.header"",""source_layer"":""api"",""destination_spec_node_id"":""api.example"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.header.references.api.schema",SpecRelationship,"{""id"":""api.header.references.api.schema"",""source_spec_node_id"":""api.header"",""source_layer"":""api"",""destination_spec_node_id"":""api.schema"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.header.specializes.api.parameter",SpecRelationship,"{""id"":""api.header.specializes.api.parameter"",""source_spec_node_id"":""api.header"",""source_layer"":""api"",""destination_spec_node_id"":""api.parameter"",""destination_layer"":""api"",""predicate"":""specializes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.info.aggregates.api.contact",SpecRelationship,"{""id"":""api.info.aggregates.api.contact"",""source_spec_node_id"":""api.info"",""source_layer"":""api"",""destination_spec_node_id"":""api.contact"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.info.aggregates.api.license",SpecRelationship,"{""id"":""api.info.aggregates.api.license"",""source_spec_node_id"":""api.info"",""source_layer"":""api"",""destination_spec_node_id"":""api.license"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.info.associated-with.api.openapidocument",SpecRelationship,"{""id"":""api.info.associated-with.api.openapidocument"",""source_spec_node_id"":""api.info"",""source_layer"":""api"",""destination_spec_node_id"":""api.openapidocument"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.license.associated-with.api.openapidocument",SpecRelationship,"{""id"":""api.license.associated-with.api.openapidocument"",""source_spec_node_id"":""api.license"",""source_layer"":""api"",""destination_spec_node_id"":""api.openapidocument"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.link.references.api.operation",SpecRelationship,"{""id"":""api.link.references.api.operation"",""source_spec_node_id"":""api.link"",""source_layer"":""api"",""destination_spec_node_id"":""api.operation"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.link.references.api.schema",SpecRelationship,"{""id"":""api.link.references.api.schema"",""source_spec_node_id"":""api.link"",""source_layer"":""api"",""destination_spec_node_id"":""api.schema"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.link.references.api.tag",SpecRelationship,"{""id"":""api.link.references.api.tag"",""source_spec_node_id"":""api.link"",""source_layer"":""api"",""destination_spec_node_id"":""api.tag"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.mediatype.aggregates.api.encoding",SpecRelationship,"{""id"":""api.mediatype.aggregates.api.encoding"",""source_spec_node_id"":""api.mediatype"",""source_layer"":""api"",""destination_spec_node_id"":""api.encoding"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.mediatype.aggregates.api.example",SpecRelationship,"{""id"":""api.mediatype.aggregates.api.example"",""source_spec_node_id"":""api.mediatype"",""source_layer"":""api"",""destination_spec_node_id"":""api.example"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.mediatype.associated-with.api.header",SpecRelationship,"{""id"":""api.mediatype.associated-with.api.header"",""source_spec_node_id"":""api.mediatype"",""source_layer"":""api"",""destination_spec_node_id"":""api.header"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.mediatype.composes.api.encoding",SpecRelationship,"{""id"":""api.mediatype.composes.api.encoding"",""source_spec_node_id"":""api.mediatype"",""source_layer"":""api"",""destination_spec_node_id"":""api.encoding"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.mediatype.composes.api.schema",SpecRelationship,"{""id"":""api.mediatype.composes.api.schema"",""source_spec_node_id"":""api.mediatype"",""source_layer"":""api"",""destination_spec_node_id"":""api.schema"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.mediatype.references.api.example",SpecRelationship,"{""id"":""api.mediatype.references.api.example"",""source_spec_node_id"":""api.mediatype"",""source_layer"":""api"",""destination_spec_node_id"":""api.example"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.mediatype.references.api.schema",SpecRelationship,"{""id"":""api.mediatype.references.api.schema"",""source_spec_node_id"":""api.mediatype"",""source_layer"":""api"",""destination_spec_node_id"":""api.schema"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.mediatype.serves.api.requestbody",SpecRelationship,"{""id"":""api.mediatype.serves.api.requestbody"",""source_spec_node_id"":""api.mediatype"",""source_layer"":""api"",""destination_spec_node_id"":""api.requestbody"",""destination_layer"":""api"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.mediatype.serves.api.response",SpecRelationship,"{""id"":""api.mediatype.serves.api.response"",""source_spec_node_id"":""api.mediatype"",""source_layer"":""api"",""destination_spec_node_id"":""api.response"",""destination_layer"":""api"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflow.aggregates.api.tag",SpecRelationship,"{""id"":""api.oauthflow.aggregates.api.tag"",""source_spec_node_id"":""api.oauthflow"",""source_layer"":""api"",""destination_spec_node_id"":""api.tag"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflow.associated-with.api.oauthflows",SpecRelationship,"{""id"":""api.oauthflow.associated-with.api.oauthflows"",""source_spec_node_id"":""api.oauthflow"",""source_layer"":""api"",""destination_spec_node_id"":""api.oauthflows"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflow.associated-with.api.ratelimit",SpecRelationship,"{""id"":""api.oauthflow.associated-with.api.ratelimit"",""source_spec_node_id"":""api.oauthflow"",""source_layer"":""api"",""destination_spec_node_id"":""api.ratelimit"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflow.references.api.server",SpecRelationship,"{""id"":""api.oauthflow.references.api.server"",""source_spec_node_id"":""api.oauthflow"",""source_layer"":""api"",""destination_spec_node_id"":""api.server"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflow.serves.api.operation",SpecRelationship,"{""id"":""api.oauthflow.serves.api.operation"",""source_spec_node_id"":""api.oauthflow"",""source_layer"":""api"",""destination_spec_node_id"":""api.operation"",""destination_layer"":""api"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflow.serves.api.securityscheme",SpecRelationship,"{""id"":""api.oauthflow.serves.api.securityscheme"",""source_spec_node_id"":""api.oauthflow"",""source_layer"":""api"",""destination_spec_node_id"":""api.securityscheme"",""destination_layer"":""api"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflows.aggregates.api.oauthflow",SpecRelationship,"{""id"":""api.oauthflows.aggregates.api.oauthflow"",""source_spec_node_id"":""api.oauthflows"",""source_layer"":""api"",""destination_spec_node_id"":""api.oauthflow"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflows.associated-with.api.components",SpecRelationship,"{""id"":""api.oauthflows.associated-with.api.components"",""source_spec_node_id"":""api.oauthflows"",""source_layer"":""api"",""destination_spec_node_id"":""api.components"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflows.associated-with.api.operation",SpecRelationship,"{""id"":""api.oauthflows.associated-with.api.operation"",""source_spec_node_id"":""api.oauthflows"",""source_layer"":""api"",""destination_spec_node_id"":""api.operation"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflows.composes.api.oauthflow",SpecRelationship,"{""id"":""api.oauthflows.composes.api.oauthflow"",""source_spec_node_id"":""api.oauthflows"",""source_layer"":""api"",""destination_spec_node_id"":""api.oauthflow"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.oauthflows.serves.api.securityscheme",SpecRelationship,"{""id"":""api.oauthflows.serves.api.securityscheme"",""source_spec_node_id"":""api.oauthflows"",""source_layer"":""api"",""destination_spec_node_id"":""api.securityscheme"",""destination_layer"":""api"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.openapidocument.aggregates.api.server",SpecRelationship,"{""id"":""api.openapidocument.aggregates.api.server"",""source_spec_node_id"":""api.openapidocument"",""source_layer"":""api"",""destination_spec_node_id"":""api.server"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.openapidocument.aggregates.api.tag",SpecRelationship,"{""id"":""api.openapidocument.aggregates.api.tag"",""source_spec_node_id"":""api.openapidocument"",""source_layer"":""api"",""destination_spec_node_id"":""api.tag"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.openapidocument.composes.api.components",SpecRelationship,"{""id"":""api.openapidocument.composes.api.components"",""source_spec_node_id"":""api.openapidocument"",""source_layer"":""api"",""destination_spec_node_id"":""api.components"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.openapidocument.composes.api.info",SpecRelationship,"{""id"":""api.openapidocument.composes.api.info"",""source_spec_node_id"":""api.openapidocument"",""source_layer"":""api"",""destination_spec_node_id"":""api.info"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.openapidocument.composes.api.paths",SpecRelationship,"{""id"":""api.openapidocument.composes.api.paths"",""source_spec_node_id"":""api.openapidocument"",""source_layer"":""api"",""destination_spec_node_id"":""api.paths"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.openapidocument.composes.api.responses",SpecRelationship,"{""id"":""api.openapidocument.composes.api.responses"",""source_spec_node_id"":""api.openapidocument"",""source_layer"":""api"",""destination_spec_node_id"":""api.responses"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.openapidocument.composes.api.schema",SpecRelationship,"{""id"":""api.openapidocument.composes.api.schema"",""source_spec_node_id"":""api.openapidocument"",""source_layer"":""api"",""destination_spec_node_id"":""api.schema"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.operation.aggregates.api.parameter",SpecRelationship,"{""id"":""api.operation.aggregates.api.parameter"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.parameter"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.operation.aggregates.api.requestbody",SpecRelationship,"{""id"":""api.operation.aggregates.api.requestbody"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.requestbody"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.operation.aggregates.api.server",SpecRelationship,"{""id"":""api.operation.aggregates.api.server"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.server"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.operation.aggregates.api.tag",SpecRelationship,"{""id"":""api.operation.aggregates.api.tag"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.tag"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.operation.composes.api.paths",SpecRelationship,"{""id"":""api.operation.composes.api.paths"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.paths"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.operation.composes.api.responses",SpecRelationship,"{""id"":""api.operation.composes.api.responses"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.responses"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.operation.composes.api.schema",SpecRelationship,"{""id"":""api.operation.composes.api.schema"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.schema"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.operation.delivers.api.response",SpecRelationship,"{""id"":""api.operation.delivers.api.response"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.response"",""destination_layer"":""api"",""predicate"":""delivers"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.operation.references.application.applicationservice",SpecRelationship,"{""id"":""api.operation.references.application.applicationservice"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""application.applicationservice"",""destination_layer"":""application"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.operation.references.business.businessinterface",SpecRelationship,"{""id"":""api.operation.references.business.businessinterface"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""business.businessinterface"",""destination_layer"":""business"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.operation.references.business.businessservice",SpecRelationship,"{""id"":""api.operation.references.business.businessservice"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""business.businessservice"",""destination_layer"":""business"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.operation.references.api.operation",SpecRelationship,"{""id"":""api.operation.references.api.operation"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.operation"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.operation.references.api.schema",SpecRelationship,"{""id"":""api.operation.references.api.schema"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.schema"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.operation.references.security.secureresource",SpecRelationship,"{""id"":""api.operation.references.security.secureresource"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""security.secureresource"",""destination_layer"":""security"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.operation.references.api.tag",SpecRelationship,"{""id"":""api.operation.references.api.tag"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.tag"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.operation.references.apm.traceconfiguration",SpecRelationship,"{""id"":""api.operation.references.apm.traceconfiguration"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""apm.traceconfiguration"",""destination_layer"":""apm"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.operation.requires.security.permission",SpecRelationship,"{""id"":""api.operation.requires.security.permission"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""security.permission"",""destination_layer"":""security"",""predicate"":""requires"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.operation.triggers.api.callback",SpecRelationship,"{""id"":""api.operation.triggers.api.callback"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.callback"",""destination_layer"":""api"",""predicate"":""triggers"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.operation.uses.api.securityscheme",SpecRelationship,"{""id"":""api.operation.uses.api.securityscheme"",""source_spec_node_id"":""api.operation"",""source_layer"":""api"",""destination_spec_node_id"":""api.securityscheme"",""destination_layer"":""api"",""predicate"":""uses"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.parameter.references.api.example",SpecRelationship,"{""id"":""api.parameter.references.api.example"",""source_spec_node_id"":""api.parameter"",""source_layer"":""api"",""destination_spec_node_id"":""api.example"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.parameter.references.api.operation",SpecRelationship,"{""id"":""api.parameter.references.api.operation"",""source_spec_node_id"":""api.parameter"",""source_layer"":""api"",""destination_spec_node_id"":""api.operation"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.parameter.references.api.schema",SpecRelationship,"{""id"":""api.parameter.references.api.schema"",""source_spec_node_id"":""api.parameter"",""source_layer"":""api"",""destination_spec_node_id"":""api.schema"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.parameter.references.api.tag",SpecRelationship,"{""id"":""api.parameter.references.api.tag"",""source_spec_node_id"":""api.parameter"",""source_layer"":""api"",""destination_spec_node_id"":""api.tag"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"api.pathitem.aggregates.api.parameter",SpecRelationship,"{""id"":""api.pathitem.aggregates.api.parameter"",""source_spec_node_id"":""api.pathitem"",""source_layer"":""api"",""destination_spec_node_id"":""api.parameter"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.pathitem.aggregates.api.server",SpecRelationship,"{""id"":""api.pathitem.aggregates.api.server"",""source_spec_node_id"":""api.pathitem"",""source_layer"":""api"",""destination_spec_node_id"":""api.server"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.pathitem.composes.api.operation",SpecRelationship,"{""id"":""api.pathitem.composes.api.operation"",""source_spec_node_id"":""api.pathitem"",""source_layer"":""api"",""destination_spec_node_id"":""api.operation"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.pathitem.references.api.externaldocumentation",SpecRelationship,"{""id"":""api.pathitem.references.api.externaldocumentation"",""source_spec_node_id"":""api.pathitem"",""source_layer"":""api"",""destination_spec_node_id"":""api.externaldocumentation"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.pathitem.references.api.pathitem",SpecRelationship,"{""id"":""api.pathitem.references.api.pathitem"",""source_spec_node_id"":""api.pathitem"",""source_layer"":""api"",""destination_spec_node_id"":""api.pathitem"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.paths.aggregates.api.pathitem",SpecRelationship,"{""id"":""api.paths.aggregates.api.pathitem"",""source_spec_node_id"":""api.paths"",""source_layer"":""api"",""destination_spec_node_id"":""api.pathitem"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.paths.aggregates.api.server",SpecRelationship,"{""id"":""api.paths.aggregates.api.server"",""source_spec_node_id"":""api.paths"",""source_layer"":""api"",""destination_spec_node_id"":""api.server"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.paths.associated-with.api.ratelimit",SpecRelationship,"{""id"":""api.paths.associated-with.api.ratelimit"",""source_spec_node_id"":""api.paths"",""source_layer"":""api"",""destination_spec_node_id"":""api.ratelimit"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.paths.composes.api.pathitem",SpecRelationship,"{""id"":""api.paths.composes.api.pathitem"",""source_spec_node_id"":""api.paths"",""source_layer"":""api"",""destination_spec_node_id"":""api.pathitem"",""destination_layer"":""api"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.paths.references.api.externaldocumentation",SpecRelationship,"{""id"":""api.paths.references.api.externaldocumentation"",""source_spec_node_id"":""api.paths"",""source_layer"":""api"",""destination_spec_node_id"":""api.externaldocumentation"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.paths.references.api.tag",SpecRelationship,"{""id"":""api.paths.references.api.tag"",""source_spec_node_id"":""api.paths"",""source_layer"":""api"",""destination_spec_node_id"":""api.tag"",""destination_layer"":""api"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.paths.serves.api.operation",SpecRelationship,"{""id"":""api.paths.serves.api.operation"",""source_spec_node_id"":""api.paths"",""source_layer"":""api"",""destination_spec_node_id"":""api.operation"",""destination_layer"":""api"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.ratelimit.associated-with.api.header",SpecRelationship,"{""id"":""api.ratelimit.associated-with.api.header"",""source_spec_node_id"":""api.ratelimit"",""source_layer"":""api"",""destination_spec_node_id"":""api.header"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.ratelimit.associated-with.api.securityscheme",SpecRelationship,"{""id"":""api.ratelimit.associated-with.api.securityscheme"",""source_spec_node_id"":""api.ratelimit"",""source_layer"":""api"",""destination_spec_node_id"":""api.securityscheme"",""destination_layer"":""api"",""predicate"":""associated-with"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.ratelimit.governs.api.operation",SpecRelationship,"{""id"":""api.ratelimit.governs.api.operation"",""source_spec_node_id"":""api.ratelimit"",""source_layer"":""api"",""destination_spec_node_id"":""api.operation"",""destination_layer"":""api"",""predicate"":""governs"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.ratelimit.serves.api.operation",SpecRelationship,"{""id"":""api.ratelimit.serves.api.operation"",""source_spec_node_id"":""api.ratelimit"",""source_layer"":""api"",""destination_spec_node_id"":""api.operation"",""destination_layer"":""api"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.ratelimit.serves.api.pathitem",SpecRelationship,"{""id"":""api.ratelimit.serves.api.pathitem"",""source_spec_node_id"":""api.ratelimit"",""source_layer"":""api"",""destination_spec_node_id"":""api.pathitem"",""destination_layer"":""api"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.ratelimit.specializes.api.ratelimit",SpecRelationship,"{""id"":""api.ratelimit.specializes.api.ratelimit"",""source_spec_node_id"":""api.ratelimit"",""source_layer"":""api"",""destination_spec_node_id"":""api.ratelimit"",""destination_layer"":""api"",""predicate"":""specializes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.ratelimit.triggers.api.response",SpecRelationship,"{""id"":""api.ratelimit.triggers.api.response"",""source_spec_node_id"":""api.ratelimit"",""source_layer"":""api"",""destination_spec_node_id"":""api.response"",""destination_layer"":""api"",""predicate"":""triggers"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.requestbody.aggregates.api.example",SpecRelationship,"{""id"":""api.requestbody.aggregates.api.example"",""source_spec_node_id"":""api.requestbody"",""source_layer"":""api"",""destination_spec_node_id"":""api.example"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"api.requestbody.aggregates.api.mediatype",SpecRelationship,"{""id"":""api.requestbody.aggregates.api.mediatype"",""source_spec_node_id"":""api.requestbody"",""source_layer"":""api"",""destination_spec_node_id"":""api.mediatype"",""destination_layer"":""api"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
